gene_anno,DFB_A,DFB_B,Fe_A,Fe_B
scaffold_349499_c1_1_YfeB-family-membrane-proteins,0.000142916,0.000182486,0,0
scaffold_349499_c1_2_YfeA-family-iron-binding-proteins,0.000126185,0.000395481,0.000125153,0.000244789
scaffold_350628_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000347196,7.00E-05,0.00058148,0.000955352
scaffold_350711_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000354773,0.000240656,0.000131035,0.000272066
scaffold_35098_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000323791,6.36E-05,0.000656696,0.000504919
scaffold_351080_c1_2_ExbB-family,0.000139862,1.98E-05,0.000141287,0.000198969
scaffold_3514388_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000300945,0.000128089,0.000182407,0.000401369
scaffold_351475_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,9.32E-05,0.000142869,0.000525589,7.96E-05
scaffold_35149_c1_2_PF04773_FecR,0.00065342,0.000713415,0.000680167,0.000838624
scaffold_35149_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000636888,0.000314796,0.000448288,0.000548009
scaffold_3517_c1_3_PirA-family-siderophore-receptor,0.000780242,0.001271257,0.000735051,0.001314646
scaffold_3517_c1_6_PirA-family-siderophore-receptor,1.44E-05,0.00017835,4.38E-05,0.000118196
scaffold_352139_c1_3_ExbB-family,0.000386854,0.000454445,0.000196961,0.000198123
scaffold_352352_c1_1_YfeA-family-iron-binding-proteins,4.85E-05,0.000340505,0.000352653,0.000142263
scaffold_3529975_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000138795,0,0.000201901,0.000533116
scaffold_353635_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000279725,0.000452419,0.000423862,0.000238763
scaffold_35417_c1_1_PirA-family-siderophore-receptor,0.01408326,0.01892189,0.017428828,0.017201641
scaffold_35417_c1_3_ExbD-family,0.002159127,0.005716994,0.004690567,0.005383362
scaffold_35417_c1_4_ExbD-family,0.004113042,0.006716926,0.007013482,0.006761574
scaffold_35417_c1_6_ExbB-family,0.01320596,0.020615305,0.018220982,0.017590828
scaffold_35465_c1_6_ExbB-family,0.000211989,0.00012493,7.41E-05,0.000156588
scaffold_35486_c1_6_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000675687,0.000407853,0.000658991,0.000681604
scaffold_3552754_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.001907215,0.00139622,0.001710863,0.001492269
scaffold_3569933_c1_1_PF00210-Ferritin_like_domain,8.87E-05,0.00033975,0.000161274,0.000212921
scaffold_357557_c1_1_ExbB-family,2.55E-05,0.000146629,9.28E-05,8.17E-05
scaffold_357916_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000492148,0.000279293,0.001193188,0.001808676
scaffold_3607249_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000263162,0.000122191,0.000630774,0.000204205
scaffold_361062_c1_2_PF00210-Ferritin_like_domain,0.000581828,0.00024764,0.000903675,0.000594918
scaffold_36150_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.00081634,0.000916014,0.001225741,0.001161331
scaffold_361803_c1_2_ExbB-family,0.000321684,0.001232245,0.000915543,0.00016415
scaffold_36186_c1_6_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000402017,0.000396659,0.000348888,0.000487425
scaffold_3621353_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000513115,0.000712154,0.00040566,0.00030944
scaffold_362774_c1_2_PF04773_FecR,9.54E-05,0,8.67E-05,0.000203536
scaffold_363367_c1_2_PF00210-Ferritin_like_domain,2.29E-05,5.84E-05,0.003222953,0.002806217
scaffold_3655442_c1_1_PF04773_FecR,0.001395106,0.000613259,0.001580287,0.001708132
scaffold_3657718_c1_1_PF00210-Ferritin_like_domain,4.66E-05,0,0.00101727,0.00106946
scaffold_3658603_c1_1_ExbB-family,0.00314187,0.00312026,0.005025312,0.003631587
scaffold_3659_c1_11_PirA-family-siderophore-receptor,0.019375486,0.028066229,0.016152972,0.018043604
scaffold_3659_c1_2_PvdT-family-siderophore-export,0.001263274,0.001659124,0.00186226,0.002146943
scaffold_3659_c1_4_PvdT-family-siderophore-export,0.000949332,0.0015409,0.001623805,0.001064398
scaffold_3659_c1_6_TonB-family,0.000487176,0.00119969,0.000664389,0.001522258
scaffold_3659_c1_7_ExbD-family,0.000379925,0.000519766,0.001899789,0.001129225
scaffold_3659_c1_8_ExbB-family,0.000956954,0.001602055,0.001314717,0.000930269
scaffold_3659_c1_9_ExbB-family,0.00117063,0.001685561,0.003087228,0.002692899
scaffold_3663891_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000666678,0.000386937,0.000688776,9.70E-05
scaffold_367166_c1_2_TonB-family,0.000775973,0.001049101,0.002476137,0.00279223
scaffold_367166_c1_3_ExbD-family,0.001247532,0.001592938,0.003523317,0.003313492
scaffold_367166_c1_4_ExbB-family,0.000727285,0.002460919,0.003537555,0.003996298
scaffold_368789_c1_1_YfeA-family-iron-binding-proteins,0.000216025,0.001164642,0.000403718,0.000473783
scaffold_368789_c1_2_YfeB-family-membrane-proteins,0.000209175,0.000451997,0.000204804,0.000291851
scaffold_3708_c1_4_ExbB-family,0.00135875,0.001664748,0.001849431,0.002094979
scaffold_3708_c1_5_ExbB-family,0.000390351,0.00052466,0.000765826,0.000854893
scaffold_3708_c1_6_ExbD-family,0.001778397,0.002779168,0.0031372,0.00317189
scaffold_3708_c1_7_TonB-family,0.000400623,0.000609918,0.000574369,0.001035736
scaffold_370925_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,2.37E-05,6.05E-05,0.000236921,5.06E-05
scaffold_3709483_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000444143,7.09E-05,0.000353326,0.00023694
scaffold_3712716_c1_1_PF00210-Ferritin_like_domain,0.00062202,0.000946977,0.001261548,0.000918924
scaffold_3719_c1_8_ExbB-family,0.003775101,0.004112025,0.006962478,0.006132216
scaffold_3719_c1_9_ExbD-family,0.000350174,0.001066226,0.001102042,0.00097716
scaffold_3720966_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000416384,0.000319001,0.000504752,0.000473881
scaffold_37261_c1_4_FpvE-family-permease,0.000251511,0.00024086,0,8.95E-05
scaffold_372687_c1_1_HatD-family-substrate-binding-protein,8.79E-05,0.000140279,0.000109871,0.000140661
scaffold_37293_c1_4_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.00077409,0.001310222,0.002094971,0.00067226
scaffold_3731765_c1_1_PF01475-Iron_dependent_repressor-fur_family,7.32E-05,0.000280464,0.00035502,0.000312475
scaffold_37332_c1_2_FbpB-FutB-family-iron-permease,0.00040932,0.000552947,0.000237308,0.000556984
scaffold_37332_c1_3_FbpC-family-ATPase,0.000899116,0.001211836,0.000726621,0.000884703
scaffold_373461_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000501576,0.000192134,2.28E-05,0.000214063
scaffold_373461_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000572665,0.001499,0.000963202,0.001771923
scaffold_37367_c1_6_PF01475-Iron_dependent_repressor-fur_family,0.000207796,0.000232162,0.000283382,0.000193995
scaffold_3745159_c1_1_PF00210-Ferritin_like_domain,0.00010855,0.000173255,0,0.000231636
scaffold_3753_c1_4_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,6.64E-05,0.000169616,0.000709534,0.000584643
scaffold_3753311_c1_1_PF00210-Ferritin_like_domain,0.001431842,0.002321622,0.002520921,0.003103921
scaffold_37596_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.000146433,0.000311627,0.000909739,0.000312475
scaffold_376_c1_13_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,6.71E-05,0.000328599,0.000223799,0.000179072
scaffold_37601_c1_2_ExbB-family,5.56E-05,1.01E-05,2.89E-05,3.39E-05
scaffold_37601_c1_5_TonB-family,0.000184335,0.000171179,4.57E-05,0.000214557
scaffold_3763883_c1_2_ExbB-family,0.0003374,0.000382948,0.000409005,0.000719982
scaffold_37674_c1_1_ExbB-family,0.000288351,0.000286367,2.91E-05,3.42E-05
scaffold_377379_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,3.87E-05,0.000222283,0,0.000144464
scaffold_37756_c1_3_ExbB-family,0.000105404,6.73E-05,3.59E-05,0.000112461
scaffold_37806_c1_1_ExbB-family,0.000192311,0.000379496,0.000445055,0.000466334
scaffold_37806_c1_2_ExbD-family,0.000281695,0.000196193,0,0.000245909
scaffold_378803_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000625372,0.000354898,0.001158197,0.000345978
scaffold_38002_c1_4_PF00210-Ferritin_like_domain,6.42E-05,0.000546264,0.001750302,0.000890095
scaffold_381_c1_42_PF04773_FecR,0.000121526,0.000381964,0.000135985,0.000179533
scaffold_381228_c1_1_YfeA-family-iron-binding-proteins,6.35E-05,0.001480161,0.00119829,0.000626884
scaffold_381584_c1_1_PF00210-Ferritin_like_domain,8.17E-05,0.000652141,0.001801653,0.001700181
scaffold_38160_c1_2_PirA-family-siderophore-receptor,0.002200993,0.003054766,0.002202558,0.001794857
scaffold_38160_c1_4_LbtU-family-siderophore receptor,0.001238492,0.002007586,0.00186868,0.002492883
scaffold_3819170_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000123269,0.000354146,0.000672432,9.86E-05
scaffold_3835_c1_6_ExbB-family,0.000205537,0.000545076,0.000172494,0.000337383
scaffold_3835_c1_7_ExbD-family,5.16E-05,0.000329308,0.000281372,0.000165102
scaffold_3835_c1_8_TonB-family,8.91E-05,0.00018952,0.000242899,0.000221709
scaffold_38411_c1_1_YfeA-family-iron-binding-proteins,0.000479219,0.000395936,0.000179402,0.000240614
scaffold_38411_c1_3_YfeB-family-membrane-proteins,0,0.000141778,6.31E-05,0.000177705
scaffold_38411_c1_4_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,5.55E-05,1.77E-05,7.57E-05,3.70E-05
scaffold_38428_c1_3_FbpC-family-ATPase,0.000122576,0.000273899,0.000130016,0.000337857
scaffold_38428_c1_4_FbpB-family-iron-permease,0.000158105,0.00030282,0.000224601,0.000221407
scaffold_38567_c1_1_YfeA-family-iron-binding-proteins,0.000280624,0.000477761,0.000138198,0.000261987
scaffold_38567_c1_2_YfeB-family-membrane-proteins,0.000251244,3.38E-05,9.62E-05,8.47E-05
scaffold_38567_c1_3_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000118983,0.000208898,7.44E-05,0.000150753
scaffold_38572_c1_4_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000503505,0.000928649,0.00135636,0.000636702
scaffold_3860525_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000275867,0.000320224,0.000228009,0.000374611
scaffold_3862_c1_6_TonB-family,0.000283818,0.000475649,6.45E-05,0.000227116
scaffold_3862_c1_7_ExbD-family,0.000593176,0.002074641,0.001078594,0.001183232
scaffold_3862_c1_8_ExbB-family,0.002743552,0.002984942,0.003394683,0.002043876
scaffold_3863810_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.00010855,0.000381162,0.000592142,0.000376408
scaffold_38693_c1_2_ExbB-family,0,0,6.26E-05,8.17E-06
scaffold_388029_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.001167095,0.001003945,0.000413266,0.000734035
scaffold_388081_c1_3_ExbB-family,3.22E-05,0.000184908,0.000102402,0
scaffold_388837_c1_2_PF00210-Ferritin_like_domain,0,0.000198996,0.000236152,0
scaffold_388995_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000523226,0.000367451,0.000285421,0.000307043
scaffold_3897835_c1_2_ExbD-family,7.50E-05,0.000382948,0.000443089,0.000359991
scaffold_3908016_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000483161,0.000551994,0.000739832,0.000922494
scaffold_3910897_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000279725,6.49E-05,0.000208078,0.000298454
scaffold_3911078_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000152577,0.000389643,0.000832312,0.00086823
scaffold_391478_c1_1_PF00210-Ferritin_like_domain,3.71E-05,9.48E-05,0.00016868,0.00021775
scaffold_39150_c1_3_ExbB-family,0.000804588,0.001319447,0.001032716,0.001068866
scaffold_39150_c1_4_ExbB-family,0.00043144,0.000629592,0.000298859,0.000460327
scaffold_39150_c1_5_ExbD-family,0.00050803,0.000887679,0.000413266,0.000542045
scaffold_39194_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.001095909,0.00146294,0.001562484,0.001036412
scaffold_392355_c1_3_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000606071,0.000300951,0.000214286,0.000161663
scaffold_392604_c1_1_PF04773_FecR,0.00025455,0.000139297,0.000165306,0.000193995
scaffold_3926846_c1_1_PF00210-Ferritin_like_domain,0,0.00058858,2.33E-05,0.000191263
scaffold_393225_c1_1_PF04773_FecR,0.000246411,6.67E-05,6.11E-05,7.17E-05
scaffold_3947247_c1_1_PF00210-Ferritin_like_domain,0.000727285,0.002520618,0.00250321,0.002577363
scaffold_3948_c1_2_FbpB-family-iron-permease,0.000673412,0.00085986,0.000775511,0.000793772
scaffold_3948_c1_3_FbpC-family-ATPase,0.00089138,0.000970037,0.00088409,0.001469823
scaffold_3948_c1_5_FbpA-family-iron-binding-protein,0.017119012,0.014158088,0.011950834,0.012106138
scaffold_3952_c1_8_PF00210-Ferritin_like_domain,0.001254822,0.003008299,0.004540103,0.005737881
scaffold_3956_c1_10_ExbB-family,3.15E-05,4.02E-05,0.000615426,0.000772621
scaffold_3956_c1_9_ExbD-family,0,6.27E-05,0.000156371,0.000157293
scaffold_396062_c1_2_PF04773_FecR,0.00019014,0.000242784,0.000129652,0.000101435
scaffold_396339_c1_3_PF00210-Ferritin_like_domain,4.60E-05,0,0.000460347,0.000515683
scaffold_396513_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000536922,0.001246508,0.000266265,0.000520792
scaffold_3980174_c1_1_PF00210-Ferritin_like_domain,0.000386854,0.000543358,7.03E-05,0.000247653
scaffold_3985829_c1_1_PF00210-Ferritin_like_domain,0.000227276,9.67E-05,0.000757654,0.001050806
scaffold_3986733_c1_2_ExbB-family,0.000977862,0.002107018,0.003000518,0.003064795
scaffold_3988888_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000259745,0.000180906,0.000322025,0.000226747
scaffold_3994_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000298068,7.61E-05,0.000614253,0.000826864
scaffold_3999526_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000483161,0.000357173,0.000531755,0.00037985
scaffold_400074_c1_1_ExbB-family,0.001163067,0.001466288,0.000696027,0.001256648
scaffold_400074_c1_2_ExbD-family,0.000251752,0.00039289,0.000381476,0.000328299
scaffold_400074_c1_3_ExbD-family,0.000219439,0.00020014,0.000313512,0.000434816
scaffold_401_c1_12_PF04773_FecR,0.001336867,0.002207976,0.001453242,0.001255832
scaffold_401418_c1_2_TonB-family,0.000563163,0.00123272,0.000877733,0.000927056
scaffold_4020553_c1_1_PF09012_sub-FeoC_like_transcriptional_regulator,0.000708394,0.000422113,0.000772861,0.000453495
scaffold_402235_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000526654,0.001729208,0.001162844,0.001364655
scaffold_402377_c1_2_PF00210-Ferritin_like_domain,0.000140765,0.000509259,0.007294808,0.007534517
scaffold_402785_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,8.36E-05,0.000106741,0.000152006,0.00013379
scaffold_402871_c1_2_YfeB-family-membrane-proteins,0.000454553,0.001064077,0.000436225,0.000606234
scaffold_402871_c1_3_YfeA-family-iron-binding-proteins,0.001174262,0.002224888,0.000981506,0.00092956
scaffold_40293_c1_3_PF01475-Iron_dependent_repressor-fur_family,2.58E-05,0.000131723,0.000445506,0.000577858
scaffold_402979_c1_1_ExbD-family,0.000167192,0.000373594,0.000342013,0.000981124
scaffold_402979_c1_2_ExbD-family,0.000565666,0.000928649,0.000685715,0.00060354
scaffold_402979_c1_3_ExbB-family,0.000743814,0.000932166,0.001214751,0.001528446
scaffold_4037072_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000619539,0.000791071,0.000538776,0.0010059
scaffold_404_c1_20_FutA1-family-iron-binding-proteins,0.001597504,0.002710796,0.000496874,0.00087466
scaffold_404_c1_21_FbpC-family-ATPase,4.03E-05,0.000244381,0.000302222,0.000644859
scaffold_404_c1_22_FbpB-FutB-family-iron-permease,3.38E-05,9.49E-05,0.000116759,8.65E-05
scaffold_40451_c1_1_PF00210-Ferritin_like_domain,0.000199256,0.000127212,0.000181158,0.000345471
scaffold_405395_c1_1_PF04773_FecR,9.89E-05,0,4.00E-05,8.21E-05
scaffold_405452_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.001363659,0.001477396,0.000751392,0.000749526
scaffold_40547_c1_2_PF04773_FecR,6.47E-05,0.00024786,0.000729466,0.000704181
scaffold_40547_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000212656,0.000407302,0.00061869,0.000703374
scaffold_405494_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.001151098,0.002638966,0.001284394,0.001144431
scaffold_405597_c1_2_PF00210-Ferritin_like_domain,5.57E-05,0.00042642,0.000236152,0.000296931
scaffold_4064_c1_10_PirA-family-siderophore-receptor,0.000739111,0.000875799,0.000370931,0.000574099
scaffold_4064_c1_7_PvuD-family-ATP-binding-protein,0.000572665,0.000310768,2.60E-05,0.000305504
scaffold_4064_c1_8_FpvE-family-permease,0.000285641,0.000350698,9.99E-05,7.03E-05
scaffold_4064_c1_9_HatD-family-substrate-binding-protein,0.000449867,0.000526553,0.000113613,0.000173329
scaffold_406757_c1_1_ExbD-family,0.000181821,0.000270856,0.00052347,0.000484988
scaffold_407400_c1_2_HatD-family-substrate-binding-protein,0.00158263,0.001110676,8.79E-05,2.58E-05
scaffold_40827_c1_2_YfeB-family-membrane-proteins,8.17E-05,0.000104343,8.67E-05,0.000319692
scaffold_4086165_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.0001718,0.00073122,0.000442552,0.000366605
scaffold_409056_c1_2_PF00210-Ferritin_like_domain,9.51E-05,0.000849744,0.001339738,0.001039712
scaffold_40907_c1_2_ExbB-family,6.09E-05,0.000116567,4.15E-05,8.12E-05
scaffold_409132_c1_2_ExbB-family,0.003689381,0.006311205,0.011844278,0.011300682
scaffold_4095134_c1_2_ExbB-family,0.000940454,0.001641147,0.001710065,0.001137212
scaffold_41028_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.00014122,6.01E-05,0.000256787,0.000125563
scaffold_4103684_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000358133,0.000316585,0.000225418,0.000323325
scaffold_4109208_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.001794288,0.003054766,0.001239797,0.001403911
scaffold_41230_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000344994,0.000428607,0.000398431,0.000577011
scaffold_412905_c1_2_ExbB-family,0.000151518,7.74E-05,0.000179082,0.000226328
scaffold_4145088_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000191391,0.000244381,0.000217508,0.000433936
scaffold_41507_c1_1_YfeA-family-iron-binding-proteins,0.000340182,0.000209695,0.000127979,0.000325411
scaffold_41507_c1_3_YfeB-family-membrane-proteins,0.000132234,0.000270152,0.000168312,0.000141087
scaffold_41509_c1_4_FeoB-family-iron-transporter,9.36E-05,0.000126211,0.000279058,0.000233127
scaffold_41510_c1_2_ExbB-family,0.000814559,0.001262962,0.001481145,0.001614039
scaffold_41510_c1_3_ExbD-family,0.000716667,0.001287907,0.001037689,0.00062305
scaffold_4153566_c1_1_ExbD-family,0.000247938,0.000474877,0.000901671,0.000925885
scaffold_41546_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000284974,0.000522749,0.000405055,0.000483917
scaffold_415726_c1_1_ExbD-family,0.000238889,0.000338923,0.000193058,0.000339845
scaffold_415726_c1_2_ExbD-family,0.000218732,0.00020947,0.00052202,0.000525099
scaffold_415726_c1_3_ExbB-family,0.000106432,0.000430349,0.000387059,0.000378527
scaffold_41599_c1_1_HmuY-substrate-binding-protein,0.000812017,0.00051842,0,0
scaffold_4167653_c1_2_PF00210-Ferritin_like_domain,0.00055693,0.000836621,0.000565914,0.000873852
scaffold_4169424_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.001420854,0.002336997,0.001291798,0.001464598
scaffold_417657_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000987029,0.000663321,0.00122799,0.000498844
scaffold_41847_c1_4_ExbB-family,0.000134682,9.55E-05,4.08E-05,0.0002395
scaffold_41847_c1_6_ExbD-family,0,0.000157102,3.73E-05,0.000175033
scaffold_422906_c1_2_PF01475-Iron_dependent_repressor-fur_family,5.12E-05,0.000261591,0.000232826,5.46E-05
scaffold_42331_c1_3_ExbB-family,0.000132234,0.000354575,0.000216401,0.000282175
scaffold_42331_c1_4_ExbD-family,0.000206322,0.000131723,7.03E-05,5.50E-05
scaffold_424049_c1_1_PF00210-Ferritin_like_domain,0,6.59E-05,0.000375163,5.50E-05
scaffold_42449_c1_5_PF01475-Iron_dependent_repressor-fur_family,0,0.000559824,0.000164134,0.00027517
scaffold_424529_c1_2_PF00210-Ferritin_like_domain,0.000135519,0.00011536,6.16E-05,0.000337383
scaffold_4251_c1_8_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000121891,0.000337219,0.0001847,0.000195079
scaffold_426031_c1_4_PF00210-Ferritin_like_domain,0.002623749,0.001763257,0.001213641,0.00221007
scaffold_426727_c1_3_PF01475-Iron_dependent_repressor-fur_family,6.49E-05,0.000124373,8.86E-05,0.000103926
scaffold_4269981_c1_1_PF00210-Ferritin_like_domain,0.000122028,0.000373953,0.000310643,7.81E-05
scaffold_42834_c1_1_PF04773_FecR,1.70E-05,0.000119336,3.09E-05,4.53E-05
scaffold_429499_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000182735,2.33E-05,0.000299047,3.90E-05
scaffold_42963_c1_3_ExbD-family,0.000499661,0.000779781,0.000277614,0.000533116
scaffold_42963_c1_4_ExbB-family,0.000639037,0.000835395,0.000138332,0.000259742
scaffold_4299796_c1_1_PF00210-Ferritin_like_domain,0.000859965,0.001286304,0.001653063,0.001074837
scaffold_430230_c1_1_PF04773_FecR,7.72E-05,2.46E-05,0,0
scaffold_432016_c1_2_PF04773_FecR,0,0.000357173,0.000272483,0.000724817
scaffold_43277_c1_3_FeoB-family-iron-transporter,1.13E-05,1.44E-05,3.08E-05,0.000102261
scaffold_43296_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000263162,0.000305477,0.000413266,0.000459462
scaffold_433786_c1_2_PF00210-Ferritin_like_domain,0.000126119,0.000268396,0.000286658,0
scaffold_434036_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.00044809,0.000198053,0.000156688,0.000110329
scaffold_4341533_c1_1_PF00210-Ferritin_like_domain,0.001387089,0.004978323,0.001295184,0.001599959
scaffold_435317_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.004049068,0.006026338,0.004220587,0.003219492
scaffold_43586_c1_3_FpvE-family-permease,0.000537199,0.000984931,0.000200371,0.000705436
scaffold_43586_c1_4_FpvD-family-siderophore-transport,0.000184123,0.000881629,0.000376647,0.00018008
scaffold_43586_c1_5_PF01475-Iron_dependent_repressor-fur_family,0.001274075,0.002101322,0.000386117,0.000877934
scaffold_43621_c1_1_PvdR-family-sideropore-export,1.11E-05,0.000127019,0.00031152,0.000601444
scaffold_43621_c1_3_PvdT-family-siderophore-export,3.16E-05,0.000121128,0.000215617,0.000134953
scaffold_43652_c1_3_PirA-family-siderophore-receptor,0.001037511,0.000177073,2.80E-05,3.84E-05
scaffold_4365554_c1_2_ExbD-family,0.000594415,0.000312526,0.000731163,0.000559601
scaffold_436787_c1_3_PF00210-Ferritin_like_domain,0.000544227,0.014340359,0.006409837,0.007416681
scaffold_43687_c1_2_HatD-family-substrate-binding-protein,0.000459476,0.000335252,7.16E-05,2.80E-05
scaffold_43687_c1_3_FpvE-family-permease,0.000208391,0.000439046,0,4.45E-05
scaffold_43687_c1_4_FpvD-family-siderophore-transport,0.000260841,0.000342856,5.58E-05,9.82E-05
scaffold_437927_c1_3_ExbB-family,0.000399607,0.000544263,0.000278538,0.000383726
scaffold_43816_c1_1_PF00210-Ferritin_like_domain,0.00134268,0.001190575,0.002763583,0.002507013
scaffold_4381641_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000131754,0.000740227,0.000143745,0.000224922
scaffold_4384586_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000327874,0.000228356,0.000812982,0.000572444
scaffold_43849_c1_2_ExbB-family,8.01E-05,0.000204548,0.000276724,0.000205105
scaffold_43849_c1_4_TonB-family,6.91E-05,7.06E-05,0.000326841,5.90E-05
scaffold_4385362_c1_1_PF04773_FecR,0.002622183,0.0004738,0.004183262,0.00190036
scaffold_439271_c1_3_HmuV-family-ATP-binding-protein,0.000597223,0.000423654,0.00015686,0
scaffold_440_c1_17_TonB-family,0.002862334,0.004735189,0.003207925,0.003630204
scaffold_440_c1_18_ExbD-family,0.002397346,0.003508229,0.003281637,0.004972021
scaffold_440_c1_19_ExbB-family,0.003347163,0.005434706,0.004621063,0.004916011
scaffold_440_c1_20_ExbB-family,0.008760837,0.013726526,0.008637888,0.009423829
scaffold_44064_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,5.12E-05,0.000124256,0.000153665,0.000169404
scaffold_4415_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.001190496,0.001658301,0.000964287,0.001108543
scaffold_44297_c1_1_PF01475-Iron_dependent_repressor-fur_family,0,0.000158743,0.00033909,0.000232131
scaffold_4439621_c1_1_PF00210-Ferritin_like_domain,0.000185803,0.000271138,0.001834056,0.001500983
scaffold_444743_c1_2_PF00210-Ferritin_like_domain,0.000468611,0.000993271,0.000800969,0.000839978
scaffold_4448289_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000274447,0.000175217,6.24E-05,0.000109809
scaffold_44542_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000421614,0.00020188,0.000239574,0.000168691
scaffold_44548_c1_3_PF04773_FecR,5.20E-05,0.000193699,0.000110336,9.25E-05
scaffold_445674_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000259745,0.000530656,0.000377843,0.000221709
scaffold_4456939_c1_1_PF00210-Ferritin_like_domain,0.000946061,0.006908241,0.003682433,0.00346983
scaffold_446021_c1_2_YfeA-family-iron-binding-proteins,5.43E-05,0.000207906,6.17E-05,0.000332977
scaffold_44609_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000252237,0.000509952,0.000859975,0.000246699
scaffold_446369_c1_2_PF04773_FecR,0.000164876,0.00014035,0.000158228,0.000136823
scaffold_4466428_c1_2_ExbB-family,0.000259745,0.00042642,0.000472304,0.000514681
scaffold_44687_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.00093508,0.000729653,0.000377843,0.000443417
