Gene,2.5nM_DFB_A,2.5nM_DFB_B,2.5nM_Fe_A,2.5nM_Fe_B
Ga0401699_0105425_69_2675_,61.97082731,34.51500228,0.715302977,3.43967191
Ga0401699_0105727_3_2762_calcium-binding_protein,50.08601111,98.15203773,2.145908931,0
Ga0401699_0106097_1001_2749_calcium_ion_binding,533.9678134,197.3826693,0,0
Ga0401699_0106259_324_2258_Domain_of_unknown_function_DUF4856,144.3156252,81.97313041,0,0
Ga0401699_0106492_108_2486_Domain_of_unknown_function_DUF305,158.7471878,200.6184508,33.61923991,19.77811348
Ga0401699_0107097_1215_2699_Cadherin_domain,119.6970774,93.83766245,0,0.859917978
Ga0401699_0107527_184_2481_chlorophyll_binding,148.5602025,113.2523512,168.8115025,410.1808753
Ga0401699_0107643_166_2739_,4.244577213,4.314375285,0,0
Ga0401699_0107780_143_2731_Integrin_alpha_beta-propellor_repeats.,67.06431997,42.06515903,5.007120838,1.719835955
Ga0401699_0108197_560_2377_DNA-directed_DNA_polymerase,22.07180151,39.90797139,2.145908931,3.43967191
Ga0401699_0108231_398_2656_chlorophyll_binding,379.4652029,475.6598752,952.7835652,847.0192079
Ga0401699_0108683_169_1710_Produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane._The_alpha_chain_is_a_regulatory_subunit,140.9199635,98.15203773,12.87545358,18.91819551
Ga0401699_0108817_1404_2573_Component_of_the_ubiquinol-cytochrome_c_reductase_complex_complex_III_or_cytochrome_b-c1_complex_that_is_part_of_the_mitochondrial_respiratory_chain._The_b-c1_complex_mediates_electron_transfer_from_ubiquinol_to_cytochrome_c._Contributes_to_the_generation_of_a_proton_gradient_across_the_mitochondrial_membrane_that_is_then_used_for_ATP_synthesis,10.18698531,66.87281692,1.430605954,1.719835955
Ga0401699_0109884_68_2716_Beta-ketoacyl_synthase,13.58264708,10.78593821,0,0
Ga0401699_0109899_34_2718_,50.93492656,28.04343935,0.715302977,2.579753933
Ga0401699_0109953_53_2308_,45.8414339,45.30094049,3.576514884,4.299589888
Ga0401699_0110161_51_2642_Family_with_sequence_similarity_46__member,11.03590075,11.86453203,0,1.719835955
Ga0401699_0110163_817_2682_Acts_as_a_processive__ATP-dependent_zinc_metallopeptidase,5.093492656,10.78593821,47.92529945,55.03475057
Ga0401699_0110529_73_2622_actin_rod_assembly,235.1495776,227.5832963,23.60499824,12.03885169
Ga0401699_0110711_24_2615_F5/8_type_C_domain,50.08601111,58.24406635,41.48757266,11.17893371
Ga0401699_0110778_140_2524_COG3209_Rhs_family_protein,59.42408098,25.88625171,2.145908931,0
Ga0401699_0110803_43_2190_Glycosyl_hydrolases_family_31,43.29468757,50.6939096,2.861211908,12.89876966
Ga0401699_0111225_763_2574_,56.87733466,108.9379759,3.576514884,6.019425843
Ga0401699_0112162_20_2677_Elongation_Factor_G__domain_II,66.21540452,51.77250342,0.715302977,0
Ga0401699_0112796_296_2626_hydrogen-translocating_pyrophosphatase_activity,27.16529416,24.80765789,0.715302977,0
Ga0401699_0112946_77_2599_,55.17950377,29.12203317,0,0
Ga0401699_0114247_132_2672_negative_regulation_of_growth_rate,33.9566177,28.04343935,0,0
Ga0401699_0114997_13_2664_,8.489154426,11.86453203,0,0
Ga0401699_0115067_211_2490_H_-translocating_pyrophosphatase,46.69034934,30.20062699,2.861211908,1.719835955
Ga0401699_0115389_81_2660_non-SMC_mitotic_condensation_complex_subunit_1,9.338069869,5.392969106,0,0
Ga0401699_0115442_15_2660_protein_disulfide_isomerase_activity,15.28047797,28.04343935,2.145908931,0
Ga0401699_0115637_70_2538_Provides_the_precursors_necessary_for_DNA_synthesis._Catalyzes_the_biosynthesis_of_deoxyribonucleotides_from_the_corresponding_ribonucleotides,7.640238984,20.4932826,48.64060243,86.85171574
Ga0401699_0117153_16_2502_unfolded_protein_binding,81.49588249,51.77250342,5.007120838,4.299589888
Ga0401699_0117416_67_2391_oxidoreductase_activity__acting_on_NADPH__oxygen_as_acceptor,23.76963239,8.62875057,0,0
Ga0401699_0118158_193_1131_photosynthesis,30.56095593,30.20062699,7.153029769,9.459097753
Ga0401699_0118513_39_2420_ATP_cone_domain,0.848915443,5.392969106,61.51605601,168.5439236
Ga0401699_0118698_27_2522_COG2931_RTX_toxins_and_related_Ca2_-binding_proteins,20.37397062,20.4932826,5.007120838,7.739261798
Ga0401699_0118736_224_2395_Ferric-chelate_reductase,8.489154426,14.02171968,2.145908931,0
Ga0401699_0119059_367_2565_,16.97830885,16.17890732,0,0
Ga0401699_0119342_82_1638_,33.9566177,25.88625171,54.36302624,92.87114158
Ga0401699_0119477_56_2416_,39.05011036,37.75078374,2.145908931,0.859917978
Ga0401699_0119579_422_2620_secondary_active_sulfate_transmembrane_transporter_activity,11.8848162,10.78593821,2.861211908,0.859917978
Ga0401699_0119788_700_2124_proton-transporting_ATP_synthase_activity__rotational_mechanism,105.2655149,77.65875513,25.03560419,24.93762135
Ga0401699_0120448_899_2422_actin_filament_bundle_assembly,24.61854784,24.80765789,6.437726792,1.719835955
Ga0401699_0120607_172_2541_Ca2_-binding_protein_EF-Hand_superfamily,8.489154426,7.550156749,0,0
Ga0401699_0121410_521_2533_ATP_binding,45.8414339,86.2875057,7.868332746,6.879343821
Ga0401699_0121445_41_2602_connecting_tubule_development,7.640238984,4.314375285,0,0
Ga0401699_0121703_7_2601_,48.38818023,46.37953431,7.153029769,6.879343821
Ga0401699_0122130_2077_2598_,284.3866733,388.2937756,27.18151312,57.6145045
Ga0401699_0122360_1371_2210_Photosystem_II_PSII_is_a_light-driven_water_plastoquinone_oxidoreductase_that_uses_light_energy_to_abstract_electrons_from_H2O__generating_O2_and_a_proton_gradient_subsequently_used_for_ATP_formation._It_consists_of_a_core_antenna_complex_that_captures_photons__and_an_electron_transfer_chain_that_converts_photonic_excitation_into_a_charge_separation._The_D1_D2_PsbA_PsbA_reaction_center_heterodimer_binds_P680__the_primary_electron_donor_of_PSII_as_well_as_several_subsequent_electron_acceptors._D2_is_needed_for_assembly_of_a_stable_PSII_complex,237.6963239,121.8811018,56.50893517,48.15540674
Ga0401699_0122740_68_2440_pyrophosphate-energized_membrane_proton_pump,9.338069869,9.707344391,0,0
Ga0401699_0123629_1413_2225_Subunits_I__II_and_III_form_the_functional_core_of_the_enzyme_complex,48.38818023,45.30094049,2.861211908,5.159507865
Ga0401699_0123629_592_1347_ATP_synthesis_coupled_proton_transport,29.71204049,42.06515903,7.153029769,4.299589888
Ga0401699_0123683_347_2482_Flagellar_microtugule_protofilament_ribbon_protein,11.8848162,9.707344391,0,0
Ga0401699_0123790_2_2446_MTOR-interacting_protein,5.093492656,2.157187642,0,0
Ga0401699_0124784_7_1404_RuBisCO_catalyzes_two_reactions_the_carboxylation_of_D-_ribulose_1_5-bisphosphate__the_primary_event_in_carbon_dioxide_fixation__as_well_as_the_oxidative_fragmentation_of_the_pentose_substrate_in_the_photorespiration_process._Both_reactions_occur_simultaneously_and_in_competition_at_the_same_active_site,345.5085851,620.1914472,971.3814426,933.0110057
Ga0401699_0124974_116_2410_decanoate-CoA_ligase_activity,36.50336403,22.65047025,1.430605954,0.859917978
Ga0401699_0126128_52_2559_ATP_binding,95.92744502,155.3175103,33.61923991,36.11655506
Ga0401699_0126223_185_2560_,5.093492656,8.62875057,0,0
Ga0401699_0126426_38_2557_CAP-binding_protein_complex_interacting_protein_1__partial._Source_PGD,39.8990258,142.3743844,1.430605954,0
Ga0401699_0126471_3_1841_oxidoreductase_activity,0,0,0,0
Ga0401699_0126672_132_401_Low-potential_electron_donor_to_a_number_of_redox_enzymes,160.4450187,171.4964176,2.145908931,1.719835955
Ga0401699_0126672_2152_2475_Uridylyltransferase_activity._It_is_involved_in_the_biological_process_described_with_metabolic_process,206.2864526,140.2171968,0,1.719835955
Ga0401699_0126841_94_870_60s_ribosomal_protein,20.37397062,25.88625171,2.145908931,10.31901573
Ga0401699_0127167_39_2552_temperature-gated_cation_channel_activity,9.338069869,2.157187642,0,0
Ga0401699_0127611_486_2513_,65.36648908,38.82937756,2.861211908,0
Ga0401699_0127635_20_2548_,0,0,0,0
Ga0401699_0127674_2_1585_Cadherin_domain,432.0979603,472.4240937,6.437726792,6.019425843
Ga0401699_0128681_33_2537_calcium-_and_calmodulin-responsive_adenylate_cyclase_activity,16.12939341,23.72906407,5.722423815,7.739261798
Ga0401699_0128690_53_2482_Belongs_to_the_sterol_desaturase_family,22.92071695,19.41468878,0,0
Ga0401699_0128698_3_344_,35.65444859,49.61531578,1.430605954,2.579753933
Ga0401699_0128798_2_2536_negative_regulation_of_phosphatase_activity,19.52505518,18.33609496,7.868332746,0.859917978
Ga0401699_0129009_77_2500_homolog_Saccharomyces_cerevisiae_Spt6_protein__which_functions_as_part_of_a_protein_complex_in_transcription_initiation_and_also_plays_a_role_in_chromatin_structure_assembly._ChromDB_ID,2.546746328,3.235781464,0,0
Ga0401699_0129253_120_2501_Domain_of_unknown_function_DUF305,10.18698531,23.72906407,0,1.719835955
Ga0401699_0130514_149_2455_ubiquitin_protein_ligase_binding,56.02841921,61.47984781,0,0
Ga0401699_0130904_1807_2391_Respiratory-chain_NADH_dehydrogenase__30_Kd_subunit,28.86312505,35.5935961,0,0
Ga0401699_0130929_2_2350_Regulator_of_chromosome_condensation_RCC1._Source_PGD,6.791323541,7.550156749,0,0
Ga0401699_0131266_4_1758_heat_shock,41.59685669,70.10859838,404.8614849,564.9661113
Ga0401699_0131900_503_2479_ammonium_transmembrane_transporter_activity,20.37397062,8.62875057,0,0
Ga0401699_0132362_16_2508_Thrombospondin_type_1_repeats,26.31637872,11.86453203,0,0
Ga0401699_0132654_87_2504_Domain_of_unknown_function_DUF305,28.86312505,28.04343935,0,2.579753933
Ga0401699_0132668_1612_1845_structural_constituent_of_ribosome,6.791323541,1.078593821,46.4946935,41.27606292
Ga0401699_0132668_1846_2211_large_ribosomal_subunit_rRNA_binding,21.22288607,14.02171968,92.27408402,136.7269584
Ga0401699_0132668_457_900_structural_constituent_of_ribosome,8.489154426,31.27922082,105.8648406,140.1666303
Ga0401699_0132668_885_1601_structural_constituent_of_ribosome,22.92071695,8.62875057,190.9858948,193.481545
Ga0401699_0132801_3_2504_,41.59685669,34.51500228,2.861211908,2.579753933
Ga0401699_0132983_145_2391_Inorganic_H+_pyrophosphatase,25.46746328,26.96484553,47.92529945,73.95294607
Ga0401699_0133379_273_2468_unfolded_protein_binding,5.942408098,19.41468878,2.861211908,0
Ga0401699_0133449_129_2498_Monomeric_isocitrate_dehydrogenase,28.86312505,21.57187642,1.430605954,0
Ga0401699_0133523_1_2496_,43.29468757,74.42297367,9.2989387,10.31901573
Ga0401699_0133598_190_1866_Glutamine_synthetase_type_III_N_terminal,30.56095593,33.43640846,1.430605954,0.859917978
Ga0401699_0133943_116_2188_Hsp90_protein,20.37397062,48.53672196,115.1637793,176.2831854
Ga0401699_0134121_288_2459_Glutamine_synthetase_type_III_N_terminal,24.61854784,39.90797139,1.430605954,4.299589888
Ga0401699_0134809_391_2397_positive_regulation_of_protein_exit_from_endoplasmic_reticulum,23.76963239,28.04343935,1.430605954,0.859917978
Ga0401699_0135032_1297_2076_Iron-sulfur_protein_IP_subunit_of_succinate_dehydrogenase_SDH_that_is_involved_in_complex_II_of_the_mitochondrial_electron_transport_chain_and_is_responsible_for_transferring_electrons_from_succinate_to_ubiquinone_coenzyme_Q,64.51757364,40.98656521,6.437726792,3.43967191
Ga0401699_0135139_196_2334_3-hydroxy-lignoceroyl-CoA_dehydratase_activity,2.546746328,5.392969106,2.145908931,0
Ga0401699_0136133_195_2258_posttranslational_protein_targeting_to_membrane__translocation,6.791323541,8.62875057,0.715302977,2.579753933
Ga0401699_0136881_1649_2407_ATP_synthase_A_chain,134.1286399,224.3475148,236.0499824,246.7964596
Ga0401699_0136881_48_1559_Cytochrome_C_and_Quinol_oxidase_polypeptide_I,224.9625923,405.5512768,375.5340629,478.9743135
Ga0401699_0137184_331_2433_Low_iron-inducible_periplasmic_protein,55.17950377,40.98656521,0,0
Ga0401699_0137235_193_2265_calcium__potassium:sodium_antiporter_activity,9.338069869,22.65047025,0,0.859917978
Ga0401699_0137362_46_2226_unfolded_protein_binding,61.97082731,65.7942231,5.007120838,10.31901573
Ga0401699_0137373_40_2466_receptor,360.7890631,432.5161223,259.6549806,260.5551472
Ga0401699_0137512_417_2303_Zinc_metalloprotease_Elastase,56.02841921,17.25750114,4.291817861,2.579753933
Ga0401699_0138037_208_2241_,1311.574359,802.473803,53.64772327,33.53680113
Ga0401699_0138285_177_2318_amidinotransferase,6.791323541,16.17890732,0,2.579753933
Ga0401699_0138446_669_2324_Cell_division_cycle_20.2__cofactor_of_APC_complex-like,23.76963239,24.80765789,0.715302977,2.579753933
Ga0401699_0138641_1565_2056_Low-potential_cytochrome_c_that_plays_a_role_in_the_oxygen-evolving_complex_of_photosystem_II,35.65444859,75.50156749,323.3169456,290.6522764
Ga0401699_0138641_2117_2419_Ycf66_protein_N-terminus,29.71204049,48.53672196,121.6015061,132.4273685
Ga0401699_0138738_1628_1990_Ribosomal_protein_L19,4.244577213,5.392969106,51.50181434,57.6145045
Ga0401699_0138738_28_339_Ycf66_protein_N-terminus,5.942408098,22.65047025,57.93954113,59.33434045
Ga0401699_0138738_308_874_Low-potential_cytochrome_c_that_plays_a_role_in_the_oxygen-evolving_complex_of_photosystem_II,42.44577213,17.25750114,163.0890787,198.6410528
Ga0401699_0138999_88_2244_tripeptidyl-peptidase_activity,29.71204049,30.20062699,4.291817861,0
Ga0401699_0140105_134_2374_xylan_1_4-beta-xylosidase_activity,24.61854784,11.86453203,0,0
Ga0401699_0140579_70_1842_ATP_synthase_subunit_beta,32.25878682,23.72906407,0,0.859917978
Ga0401699_0140980_44_2302_Domains_in_hypothetical_proteins_in_Drosophila__C._elegans_and_mammals._Occurs_singly_in_some_nucleoside_diphosphate_kinases.,16.97830885,4.314375285,0.715302977,0
Ga0401699_0141600_34_2436_,63.6686582,34.51500228,2.861211908,1.719835955
Ga0401699_0142472_297_2237_,1389.67458,1010.64241,52.21711731,61.05417641
Ga0401699_0143001_56_2152_TonB_dependent_receptor,407.4794125,266.4126738,0,0
Ga0401699_0143792_83_2119_Belongs_to_the_heat_shock_protein_70_family,69.6110663,69.03000456,12.16015061,11.17893371
Ga0401699_0143915_211_2358_leucine-rich_repeat_extensin-like_protein,100.1720222,102.466413,2.861211908,0
Ga0401699_0144189_13_2223_Belongs_to_the_CTL_choline_transporter-like_family,10.18698531,5.392969106,0,0
Ga0401699_0144268_7_2310_Domain_of_unknown_function_DUF5011,23.76963239,16.17890732,0,0
Ga0401699_0144681_179_2350_Heat_shock_protein,67.06431997,88.44469334,18.5978774,15.4785236
Ga0401699_0145018_404_805_ribulose-bisphosphate_carboxylase_activity,290.3290814,193.068294,817.5913026,1361.250159
Ga0401699_0145190_1_2343_negative_regulation_of_phosphatase_activity,11.8848162,21.57187642,0,0
Ga0401699_0145584_489_2366_Produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane,0,1.078593821,2.861211908,0
Ga0401699_0146518_3_2201_Pumilio-family_RNA_binding_repeat,3.39566177,4.314375285,0,0
Ga0401699_0147295_109_2394_metalloendopeptidase_activity,31.40987138,32.35781464,7.153029769,4.299589888
Ga0401699_0147423_1_2391_,99.32310679,138.0600091,24.32030121,7.739261798
Ga0401699_0147662_373_1755_One_of_the_components_of_the_core_complex_of_photosystem_II_PSII._It_binds_chlorophyll_and_helps_catalyze_the_primary_light-induced_photochemical_processes_of_PSII._PSII_is_a_light-_driven_water_plastoquinone_oxidoreductase__using_light_energy_to_abstract_electrons_from_H2O__generating_O2_and_a_proton_gradient_subsequently_used_for_ATP_formation,33.9566177,20.4932826,48.64060243,24.93762135
Ga0401699_0148032_454_2172_Prolyl_oligopeptidase__N-terminal_beta-propeller_domain,169.7830885,204.932826,242.4877092,275.1737528
Ga0401699_0148275_46_2382_,112.0568384,66.87281692,1.430605954,0.859917978
Ga0401699_0148377_44_2242_Lipoxygenase,3.39566177,4.314375285,158.7972609,245.9365416
Ga0401699_0148673_32_2197_,33.9566177,26.96484553,0.715302977,0
Ga0401699_0148775_70_1971_Heat_shock_protein,42.44577213,55.00828488,138.7687775,245.0766236
Ga0401699_0148892_18_2189_Gamma-glutamyltranspeptidase,6.791323541,9.707344391,0,1.719835955
Ga0401699_0148975_2_2284_Glycosyl_hydrolases_family_31,10.18698531,4.314375285,0,0
Ga0401699_0149069_352_2364_Fibrinogen-related_domains_FReDs,16.12939341,5.392969106,0,0
Ga0401699_0149304_582_836_photosynthetic_electron_transport_chain,34.80553315,59.32266017,227.4663467,96.31081349
Ga0401699_0149449_369_2210_Mycolic_acid_cyclopropane_synthetase,10.18698531,3.235781464,57.22423815,114.369091
Ga0401699_0149773_21_2375_,28.86312505,24.80765789,1.430605954,0.859917978
Ga0401699_0149835_246_2240_negative_regulation_of_IRE1-mediated_unfolded_protein_response,245.3365629,204.932826,20.74378633,24.93762135
Ga0401699_0150089_19_2106_negative_regulation_of_canonical_Wnt_signaling_pathway_involved_in_cardiac_muscle_cell_fate_commitment,5.093492656,23.72906407,0,0
Ga0401699_0150532_1876_2133_FeoA,61.97082731,56.0868787,2.145908931,2.579753933
Ga0401699_0150532_3_1838_transporter_of_a_GTP-driven_Fe2__uptake_system,26.31637872,32.35781464,1.430605954,0
Ga0401699_0150689_195_2264_chromosome_6_open_reading_frame_106,17.8272243,34.51500228,4.291817861,6.879343821
Ga0401699_0153179_1576_2130_photosynthesis,16.12939341,43.14375285,15.02136251,10.31901573
Ga0401699_0153931_176_2092_Belongs_to_the_heat_shock_protein_70_family,8.489154426,7.550156749,9.2989387,14.61860562
Ga0401699_0153959_9_1043_Photosystem_II_protein,546.701545,984.7561588,10.01424168,11.17893371
Ga0401699_0154597_36_2069_,29.71204049,35.5935961,0.715302977,2.579753933
Ga0401699_0155196_397_675_ATP_synthesis_coupled_proton_transport,16.12939341,11.86453203,7.153029769,1.719835955
Ga0401699_0155409_362_2269_FG-GAP_repeat,22.92071695,24.80765789,10.72954465,12.89876966
Ga0401699_0157800_40_2244_Heat_shock_protein_90._Source_PGD,29.71204049,44.22234667,1.430605954,0
Ga0401699_0158524_54_1202_Domain_of_unknown_function_DUF4856,72.15781262,65.7942231,11.44484763,6.879343821
Ga0401699_0158958_111_2276_TonB_dependent_receptor,2555.235482,670.8853568,19.31318038,15.4785236
Ga0401699_0160063_113_2098_RNA_recognition_motif_2,56.02841921,47.45812813,2.861211908,1.719835955
Ga0401699_0160068_32_1840_,32.25878682,28.04343935,0.715302977,5.159507865
Ga0401699_0160132_64_2025_Pkd_domain_containing_protein,12.73373164,15.1003135,0,0
Ga0401699_0160422_1415_2308_Belongs_to_the_methyltransferase_superfamily,9.338069869,11.86453203,42.91817861,34.3967191
Ga0401699_0161024_1352_1897_Seems_to_be_required_for_the_assembly_of_the_photosystem_I_complex,39.05011036,36.67218992,121.6015061,141.8864663
Ga0401699_0161024_2030_2305_This_b-type_cytochrome_is_tightly_associated_with_the_reaction_center_of_photosystem_II_PSII._PSII_is_a_light-driven_water_plastoquinone_oxidoreductase_that_uses_light_energy_to_abstract_electrons_from_H2O__generating_O2_and_a_proton_gradient_subsequently_used_for_ATP_formation._It_consists_of_a_core_antenna_complex_that_captures_photons__and_an_electron_transfer_chain_that_converts_photonic_excitation_into_a_charge_separation,39.05011036,67.95141074,194.5624097,192.621627
Ga0401699_0161523_48_2162_Carboxylesterase_family,5.093492656,11.86453203,0,0
Ga0401699_0161525_351_929_Belongs_to_the_complex_I_30_kDa_subunit_family,6.791323541,11.86453203,0,0
Ga0401699_0161525_983_2146_Component_of_the_ubiquinol-cytochrome_c_reductase_complex_complex_III_or_cytochrome_b-c1_complex_that_is_part_of_the_mitochondrial_respiratory_chain._The_b-c1_complex_mediates_electron_transfer_from_ubiquinol_to_cytochrome_c._Contributes_to_the_generation_of_a_proton_gradient_across_the_mitochondrial_membrane_that_is_then_used_for_ATP_synthesis,28.01420961,42.06515903,0,0.859917978
Ga0401699_0161693_289_2250_,8.489154426,5.392969106,0.715302977,0.859917978
Ga0401699_0161718_74_1282_Imelysin,207.9842834,280.4343935,7.153029769,14.61860562
Ga0401699_0162138_152_2269_Serine/Threonine_protein_kinases__catalytic_domain,11.8848162,16.17890732,0,0
Ga0401699_0162456_137_2107_dynein_heavy_chain_binding,0.848915443,4.314375285,0,0
Ga0401699_0164096_1_2286_membrane_depolarization_during_action_potential,28.01420961,11.86453203,3.576514884,6.019425843
Ga0401699_0164814_506_2251_tripeptidyl-peptidase_activity,5.093492656,19.41468878,0.715302977,0
Ga0401699_0165170_236_2233_Belongs_to_the_heat_shock_protein_70_family,90.83395236,46.37953431,2.145908931,6.019425843
Ga0401699_0165453_106_1344_Glycerol-3-phosphate_dehydrogenase._Source_PGD,46.69034934,32.35781464,4.291817861,0.859917978
Ga0401699_0167321_363_1427_Involved_in_chlorophyll_biosynthesis._Catalyzes_the_insertion_of_magnesium_ion_into_protoporphyrin_IX_to_yield_Mg-_protoporphyrin_IX,13.58264708,30.20062699,106.5801436,119.5285989
Ga0401699_0167561_1276_1470_,120.5459929,410.9442459,175.2492293,185.7422832
Ga0401699_0167656_106_2265_EGF_domain,30.56095593,21.57187642,0,0
Ga0401699_0167890_2_2179_G-protein_coupled_GABA_receptor_activity,65.36648908,35.5935961,0.715302977,0
Ga0401699_0168784_71_835_PFAM_PhoH_family_protein,22.07180151,37.75078374,138.7687775,136.7269584
Ga0401699_0169769_105_2252_PFAM_Pentapeptide_repeats_8_copies,341.2640079,209.2472013,1.430605954,5.159507865
Ga0401699_0170250_436_2142_regulation_of_canonical_Wnt_signaling_pathway_involved_in_osteoblast_differentiation,7.640238984,10.78593821,1.430605954,0
Ga0401699_0170856_39_2192_tripeptidyl-peptidase_activity,16.97830885,23.72906407,0,0
Ga0401699_0171089_309_2171_ATP_binding,7.640238984,45.30094049,0,0
Ga0401699_0171345_2_2128_ATP_binding,9.338069869,11.86453203,0.715302977,0
Ga0401699_0171802_42_2198_,167.2363422,74.42297367,5.007120838,2.579753933
Ga0401699_0172211_7_2241_Thermolysin_metallopeptidase__catalytic_domain,39.8990258,11.86453203,0.715302977,3.43967191
Ga0401699_0172222_1_2133_FG-GAP_repeat,22.92071695,19.41468878,0,0
Ga0401699_0173952_355_825_ATP_synthase_subunit_b'__chloroplastic,39.05011036,19.41468878,87.98226616,120.3885169
Ga0401699_0173952_889_1431_ATP_synthase_subunit_b'__chloroplastic,55.17950377,55.00828488,148.7830192,189.1819551
Ga0401699_0174161_26_2164_TonB_dependent_receptor,74.70455895,49.61531578,0.715302977,3.43967191
Ga0401699_0174259_454_2229_EF-hand_domain,6.791323541,69.03000456,0,0
Ga0401699_0174494_3_2045_,36.50336403,31.27922082,0,0
Ga0401699_0174632_1_429_Low-potential_electron_donor_to_a_number_of_redox_enzymes,33.10770226,36.67218992,0,0
Ga0401699_0175057_73_2151_Belongs_to_the_nonaspanin_TM9SF_TC_9.A.2_family,18.67613974,32.35781464,83.6904483,79.97237192
Ga0401699_0175230_1_2088_,6.791323541,3.235781464,84.40575127,61.05417641
Ga0401699_0175463_201_2222_Allinase,12.73373164,7.550156749,10.01424168,3.43967191
Ga0401699_0176017_105_2102_NADH-Ubiquinone_oxidoreductase_complex_I__chain_5_N-terminus,145.1645407,210.3257951,9.2989387,2.579753933
Ga0401699_0176257_149_2218_Domain_of_unknown_function_DUF305,258.0702946,127.2740709,0,4.299589888
Ga0401699_0176949_67_294_ATP_synthesis_coupled_proton_transport,46.69034934,66.87281692,140.1993835,164.2443337
Ga0401699_0177617_124_2022_Source_PGD,22.07180151,3.235781464,0,0
Ga0401699_0178283_55_2208_,19.52505518,4.314375285,0,0
Ga0401699_0179123_1126_1542_rRNA_binding,13.58264708,16.17890732,151.6442311,125.5480247
Ga0401699_0179123_618_872_rRNA_binding,5.942408098,6.471562927,72.24560067,62.77401236
Ga0401699_0179489_525_2177_Peptidase_family_C69,5.942408098,5.392969106,0,0
Ga0401699_0180241_23_976_photosynthesis,6.791323541,2.157187642,75.10681257,33.53680113
Ga0401699_0180304_840_1274_Integral_membrane_protein_CcmA_involved_in_cell_shape_determination,22.07180151,23.72906407,57.22423815,58.47442248
Ga0401699_0180316_2_2191_,108.6611767,36.67218992,0,0
Ga0401699_0180536_3_2021_Inorganic_H+_pyrophosphatase,27.16529416,20.4932826,0,2.579753933
Ga0401699_0181482_297_2126_Domain_of_unknown_function_DUF305,631.5930893,374.272056,5.007120838,4.299589888
Ga0401699_0181941_3_1943_Zinc-binding_domain__present_in_Dystrophin__CREB-binding_protein.,32.25878682,34.51500228,36.48045182,66.21368427
Ga0401699_0183112_569_745_Cytochrome_C_and_Quinol_oxidase_polypeptide_I,34.80553315,48.53672196,11.44484763,6.019425843
Ga0401699_0183969_3_2180_EF-hand_domain,38.20119492,100.3092254,2.145908931,0
Ga0401699_0184110_1342_1833_Low-potential_cytochrome_c_that_plays_a_role_in_the_oxygen-evolving_complex_of_photosystem_II,50.93492656,64.71562927,149.4983222,67.93352023
Ga0401699_0184160_2_2092_U4_snRNA_binding,5.093492656,6.471562927,0,0
Ga0401699_0184167_51_1841_ATP_synthase_subunit_beta,53.48167289,56.0868787,5.722423815,0.859917978
Ga0401699_0184940_77_2113_calcium-_and_calmodulin-responsive_adenylate_cyclase_activity,98.47419134,69.03000456,24.32030121,14.61860562
Ga0401699_0185637_99_2114_Belongs_to_the_heat_shock_protein_70_family,138.3732171,99.23063155,1.430605954,0.859917978
Ga0401699_0185900_735_2063_Beta-tubulin._Source_PGD,184.214651,193.068294,23.60499824,16.33844157
Ga0401699_0186778_1519_1866_photosynthesis,6.791323541,12.94312585,69.38438876,86.85171574
Ga0401699_0186778_393_1016_positive_regulation_of_translational_fidelity,22.07180151,32.35781464,154.505443,171.9835955
Ga0401699_0187017_35_2164_Hsp70._Source_PGD,16.12939341,11.86453203,0,0
Ga0401699_0188052_1141_1716_Iron-storage_protein,14.43156252,39.90797139,50.07120838,123.8281888
Ga0401699_0188933_213_2156_,21.22288607,34.51500228,2.145908931,0
Ga0401699_0189476_373_2097_tripeptidyl-peptidase_activity,26.31637872,15.1003135,0,0
Ga0401699_0190006_1517_2014_Belongs_to_the_OprB_family,1944.865279,1651.32714,368.3810331,550.3475057
Ga0401699_0190098_22_2148_,58.57516554,43.14375285,2.145908931,0
Ga0401699_0190198_1054_2073_Belongs_to_the_peptidase_C1_family,21.22288607,20.4932826,3.576514884,3.43967191
Ga0401699_0190733_8_1999_Large_eukaryotic_DNA_virus_major_capsid_protein,48.38818023,24.80765789,0.715302977,4.299589888
Ga0401699_0190806_24_2015_,11.03590075,3.235781464,0,0
Ga0401699_0192108_78_1898_ATP_binding,31.40987138,39.90797139,0,0.859917978
Ga0401699_0192303_52_1710_secretion_of_lysosomal_enzymes,7.640238984,12.94312585,0,0
Ga0401699_0192453_3_2096_,63.6686582,30.20062699,0,0
Ga0401699_0192701_655_1347_Proton-conducting_membrane_transporter,22.07180151,7.550156749,0,0
Ga0401699_0192727_17_2137_,73.00672807,36.67218992,0.715302977,0.859917978
Ga0401699_0193208_1_945_TIGRFAM_succinate_dehydrogenase_or_fumarate_reductase_cytochrome_b_subunit__b558_family,55.17950377,32.35781464,7.868332746,11.17893371
Ga0401699_0193243_58_2073_NADH-Ubiquinone_oxidoreductase_complex_I__chain_5_N-terminus,43.29468757,36.67218992,0,0
Ga0401699_0193362_168_2135_,0,0,0,0
Ga0401699_0193832_2_1534_Integrin_alpha_beta-propellor_repeats.,34.80553315,6.471562927,0,0
Ga0401699_0195520_1_2010_,201.1929599,264.2554862,19.31318038,6.879343821
